id,pattern,reward
Logan23,"['d', 'd', 'w', 'a', 'a', 'w', 'w', 'a', 'a', 'd', 'w', 'w', 'w', 'w', 'w', 'a', 'a', 'd', 'a', 'd', 'w', 'a', 'a', 'a', 'a', 'w', 'a', 'w', 'a', 'd', 'a', 'w', 'w', 'w', 'w', 'd', 'd', 'd', 'a', 'a', 'w', 'a', 'w', 'd', 'w', 'w', 'd', 'w', 'w', 'a']",-1000000
Logan24,"['d', 'd', 'w', 'a', 'a', 'w', 'w', 'a', 'a', 'd', 'w', 'w', 'w', 'w', 'w', 'a', 'a', 'd', 'a', 'd', 'w', 'a', 'a', 'a', 'a', 'w', 'a', 'w', 'a', 'd', 'a', 'w', 'w', 'w', 'w', 'd', 'd', 'd', 'a', 'a', 'd', 'w', 'd', 'w', 'd', 'd', 'a', 'a', 'w', 'd']",0
Logan25,"['d', 'd', 'w', 'a', 'a', 'w', 'w', 'a', 'a', 'd', 'w', 'w', 'w', 'w', 'w', 'a', 'a', 'd', 'a', 'd', 'w', 'a', 'a', 'a', 'a', 'w', 'a', 'w', 'a', 'd', 'a', 'w', 'w', 'w', 'w', 'd', 'd', 'd', 'a', 'a', 'w', 'd', 'd', 'd', 'd', 'a', 'a', 'w', 'a', 'w']",-50.5
Logan26,"['d', 'd', 'w', 'a', 'a', 'w', 'w', 'a', 'a', 'd', 'w', 'w', 'w', 'w', 'w', 'a', 'a', 'd', 'a', 'd', 'w', 'a', 'a', 'a', 'a', 'w', 'a', 'w', 'a', 'd', 'a', 'w', 'w', 'w', 'w', 'd', 'd', 'd', 'a', 'a', 'a', 'd', 'w', 'w', 'a', 'd', 'a', 'a', 'd', 'w']",0
Logan27,"['d', 'd', 'w', 'a', 'a', 'w', 'w', 'a', 'a', 'd', 'w', 'w', 'w', 'w', 'w', 'a', 'a', 'd', 'a', 'd', 'w', 'a', 'a', 'a', 'a', 'w', 'a', 'w', 'a', 'd', 'a', 'w', 'w', 'w', 'w', 'd', 'd', 'd', 'a', 'a', 'a', 'd', 'w', 'd', 'd', 'w', 'a', 'd', 'w', 'w']",-50.5
Logan28,"['d', 'd', 'w', 'a', 'a', 'w', 'w', 'a', 'a', 'd', 'w', 'w', 'w', 'w', 'w', 'a', 'a', 'd', 'a', 'd', 'w', 'a', 'a', 'a', 'a', 'w', 'a', 'w', 'a', 'd', 'a', 'w', 'w', 'w', 'w', 'd', 'd', 'd', 'a', 'a', 'a', 'w', 'w', 'a', 'd', 'w', 'a', 'a', 'd', 'a']",-0.5
Logan29,"['d', 'd', 'w', 'a', 'a', 'w', 'w', 'a', 'a', 'd', 'w', 'w', 'w', 'w', 'w', 'a', 'a', 'd', 'a', 'd', 'w', 'a', 'a', 'a', 'a', 'w', 'a', 'w', 'a', 'd', 'a', 'w', 'w', 'w', 'w', 'd', 'd', 'd', 'a', 'a', 'd', 'a', 'd', 'd', 'w', 'a', 'w', 'w', 'd', 'a']",-1000000
Logan30,"['d', 'd', 'w', 'a', 'a', 'w', 'w', 'a', 'a', 'd', 'w', 'w', 'w', 'w', 'w', 'a', 'a', 'd', 'a', 'd', 'w', 'a', 'a', 'a', 'a', 'w', 'a', 'w', 'a', 'd', 'a', 'w', 'w', 'w', 'w', 'd', 'd', 'd', 'a', 'a', 'a', 'w', 'a', 'a', 'a', 'a', 'd', 'd', 'w', 'd']",0
Logan31,"['d', 'd', 'w', 'a', 'a', 'w', 'w', 'a', 'a', 'd', 'w', 'w', 'w', 'w', 'w', 'a', 'a', 'd', 'a', 'd', 'w', 'a', 'a', 'a', 'a', 'w', 'a', 'w', 'a', 'd', 'a', 'w', 'w', 'w', 'w', 'd', 'd', 'd', 'a', 'a', 'w', 'd', 'a', 'd', 'w', 'w', 'd', 'w', 'w', 'a']",60
Logan32,"['d', 'd', 'w', 'a', 'a', 'w', 'w', 'a', 'a', 'd', 'w', 'w', 'w', 'w', 'w', 'a', 'a', 'd', 'a', 'd', 'w', 'a', 'a', 'a', 'a', 'w', 'a', 'w', 'a', 'd', 'a', 'w', 'w', 'w', 'w', 'd', 'd', 'd', 'a', 'a', 'w', 'a', 'w', 'w', 'a', 'w', 'a', 'a', 'a', 'd']",0
Logan33,"['d', 'd', 'w', 'a', 'a', 'w', 'w', 'a', 'a', 'd', 'w', 'w', 'w', 'w', 'w', 'a', 'a', 'd', 'a', 'd', 'w', 'a', 'a', 'a', 'a', 'w', 'a', 'w', 'a', 'd', 'a', 'w', 'w', 'w', 'w', 'd', 'd', 'd', 'a', 'a', 'w', 'w', 'a', 'w', 'd', 'a', 'a', 'w', 'a', 'w']",0
Logan34,"['d', 'd', 'w', 'a', 'a', 'w', 'w', 'a', 'a', 'd', 'w', 'w', 'w', 'w', 'w', 'a', 'a', 'd', 'a', 'd', 'w', 'a', 'a', 'a', 'a', 'w', 'a', 'w', 'a', 'd', 'a', 'w', 'w', 'w', 'w', 'd', 'd', 'd', 'a', 'a', 'd', 'w', 'a', 'd', 'w', 'a', 'a', 'w', 'w', 'a']",0
Logan35,"['d', 'd', 'w', 'a', 'a', 'w', 'w', 'a', 'a', 'd', 'w', 'w', 'w', 'w', 'w', 'a', 'a', 'd', 'a', 'd', 'w', 'a', 'a', 'a', 'a', 'w', 'a', 'w', 'a', 'd', 'a', 'w', 'w', 'w', 'w', 'd', 'd', 'd', 'a', 'a', 'd', 'a', 'w', 'a', 'a', 'w', 'd', 'w', 'w', 'd']",0
Logan36,"['d', 'd', 'w', 'a', 'a', 'w', 'w', 'a', 'a', 'd', 'w', 'w', 'w', 'w', 'w', 'a', 'a', 'd', 'a', 'd', 'w', 'a', 'a', 'a', 'a', 'w', 'a', 'w', 'a', 'd', 'a', 'w', 'w', 'w', 'w', 'd', 'd', 'd', 'a', 'a', 'a', 'a', 'd', 'w', 'a', 'a', 'a', 'w', 'd', 'd']",0
Logan37,"['d', 'd', 'w', 'a', 'a', 'w', 'w', 'a', 'a', 'd', 'w', 'w', 'w', 'w', 'w', 'a', 'a', 'd', 'a', 'd', 'w', 'a', 'a', 'a', 'a', 'w', 'a', 'w', 'a', 'd', 'a', 'w', 'w', 'w', 'w', 'd', 'd', 'd', 'a', 'a', 'a', 'a', 'd', 'a', 'd', 'd', 'w', 'd', 'd', 'a']",95.0
Logan38,"['d', 'd', 'w', 'a', 'a', 'w', 'w', 'a', 'a', 'd', 'w', 'w', 'w', 'w', 'w', 'a', 'a', 'd', 'a', 'd', 'w', 'a', 'a', 'a', 'a', 'w', 'a', 'w', 'a', 'd', 'a', 'w', 'w', 'w', 'w', 'd', 'd', 'd', 'a', 'a', 'd', 'a', 'd', 'w', 'w', 'd', 'd', 'd', 'a', 'd']",60
Logan39,"['d', 'd', 'w', 'a', 'a', 'w', 'w', 'a', 'a', 'd', 'w', 'w', 'w', 'w', 'w', 'a', 'a', 'd', 'a', 'd', 'w', 'a', 'a', 'a', 'a', 'w', 'a', 'w', 'a', 'd', 'a', 'w', 'w', 'w', 'w', 'd', 'd', 'd', 'a', 'a', 'd', 'a', 'w', 'd', 'd', 'w', 'w', 'a', 'a', 'a']",-0.5
Logan40,"['d', 'd', 'w', 'a', 'a', 'w', 'w', 'a', 'a', 'd', 'w', 'w', 'w', 'w', 'w', 'a', 'a', 'd', 'a', 'd', 'w', 'a', 'a', 'a', 'a', 'w', 'a', 'w', 'a', 'd', 'a', 'w', 'w', 'w', 'w', 'd', 'd', 'd', 'a', 'a', 'a', 'w', 'd', 'a', 'w', 'd', 'w', 'd', 'd', 'a']",-7.5
Logan41,"['d', 'd', 'w', 'a', 'a', 'w', 'w', 'a', 'a', 'd', 'w', 'w', 'w', 'w', 'w', 'a', 'a', 'd', 'a', 'd', 'w', 'a', 'a', 'a', 'a', 'w', 'a', 'w', 'a', 'd', 'a', 'w', 'w', 'w', 'w', 'd', 'd', 'd', 'a', 'a', 'd', 'd', 'a', 'w', 'w', 'w', 'a', 'w', 'a', 'a']",0
Logan42,"['d', 'd', 'w', 'a', 'a', 'w', 'w', 'a', 'a', 'd', 'w', 'w', 'w', 'w', 'w', 'a', 'a', 'd', 'a', 'd', 'w', 'a', 'a', 'a', 'a', 'w', 'a', 'w', 'a', 'd', 'a', 'w', 'w', 'w', 'w', 'd', 'd', 'd', 'a', 'a', 'w', 'a', 'd', 'a', 'a', 'w', 'w', 'd', 'd', 'd']",-1000000
Logan43,"['d', 'd', 'w', 'a', 'a', 'w', 'w', 'a', 'a', 'd', 'w', 'w', 'w', 'w', 'w', 'a', 'a', 'd', 'a', 'd', 'w', 'a', 'a', 'a', 'a', 'w', 'a', 'w', 'a', 'd', 'a', 'w', 'w', 'w', 'w', 'd', 'd', 'd', 'a', 'a', 'a', 'w', 'a', 'a', 'w', 'd', 'd', 'd', 'd', 'a']",-1000000
Logan44,"['d', 'd', 'w', 'a', 'a', 'w', 'w', 'a', 'a', 'd', 'w', 'w', 'w', 'w', 'w', 'a', 'a', 'd', 'a', 'd', 'w', 'a', 'a', 'a', 'a', 'w', 'a', 'w', 'a', 'd', 'a', 'w', 'w', 'w', 'w', 'd', 'd', 'd', 'a', 'a', 'w', 'a', 'd', 'a', 'd', 'd', 'a', 'a', 'a', 'd']",-0.5
Logan45,"['d', 'd', 'w', 'a', 'a', 'w', 'w', 'a', 'a', 'd', 'w', 'w', 'w', 'w', 'w', 'a', 'a', 'd', 'a', 'd', 'w', 'a', 'a', 'a', 'a', 'w', 'a', 'w', 'a', 'd', 'a', 'w', 'w', 'w', 'w', 'd', 'd', 'd', 'a', 'a', 'd', 'd', 'a', 'a', 'a', 'a', 'a', 'a', 'd', 'd']",-140.5
Logan46,"['d', 'd', 'w', 'a', 'a', 'w', 'w', 'a', 'a', 'd', 'w', 'w', 'w', 'w', 'w', 'a', 'a', 'd', 'a', 'd', 'w', 'a', 'a', 'a', 'a', 'w', 'a', 'w', 'a', 'd', 'a', 'w', 'w', 'w', 'w', 'd', 'd', 'd', 'a', 'a', 'w', 'a', 'd', 'w', 'w', 'd', 'a', 'a', 'w', 'w']",0
Logan47,"['d', 'd', 'w', 'a', 'a', 'w', 'w', 'a', 'a', 'd', 'w', 'w', 'w', 'w', 'w', 'a', 'a', 'd', 'a', 'd', 'w', 'a', 'a', 'a', 'a', 'w', 'a', 'w', 'a', 'd', 'a', 'w', 'w', 'w', 'w', 'd', 'd', 'd', 'a', 'a', 'a', 'a', 'w', 'w', 'a', 'a', 'd', 'd', 'w', 'a']",0
Logan48,"['d', 'd', 'w', 'a', 'a', 'w', 'w', 'a', 'a', 'd', 'w', 'w', 'w', 'w', 'w', 'a', 'a', 'd', 'a', 'd', 'w', 'a', 'a', 'a', 'a', 'w', 'a', 'w', 'a', 'd', 'a', 'w', 'w', 'w', 'w', 'd', 'd', 'd', 'a', 'a', 'd', 'd', 'a', 'a', 'd', 'd', 'd', 'w', 'd', 'a']",80
Logan49,"['d', 'd', 'w', 'a', 'a', 'w', 'w', 'a', 'a', 'd', 'w', 'w', 'w', 'w', 'w', 'a', 'a', 'd', 'a', 'd', 'w', 'a', 'a', 'a', 'a', 'w', 'a', 'w', 'a', 'd', 'a', 'w', 'w', 'w', 'w', 'd', 'd', 'd', 'a', 'a', 'd', 'a', 'a', 'w', 'a', 'd', 'w', 'w', 'a', 'a']",0
Walter0,"['d', 'd', 'w', 'a', 'a', 'w', 'w', 'a', 'a', 'd', 'w', 'w', 'w', 'w', 'w', 'a', 'a', 'd', 'a', 'd', 'w', 'a', 'a', 'a', 'a', 'w', 'a', 'w', 'a', 'd', 'a', 'w', 'w', 'w', 'w', 'd', 'd', 'd', 'a', 'a', 'd', 'd', 'w', 'w', 'w', 'w', 'd', 'd', 'a', 'w', 'w', 'd', 'w', 'd', 'w', 'd', 'w', 'd', 'w', 'a']",95.0
Walter1,"['d', 'd', 'w', 'a', 'a', 'w', 'w', 'a', 'a', 'd', 'w', 'w', 'w', 'w', 'w', 'a', 'a', 'd', 'a', 'd', 'w', 'a', 'a', 'a', 'a', 'w', 'a', 'w', 'a', 'd', 'a', 'w', 'w', 'w', 'w', 'd', 'd', 'd', 'a', 'a', 'w', 'd', 'w', 'a', 'a', 'w', 'w', 'a', 'a', 'w', 'd', 'w', 'd', 'w', 'd', 'w', 'a', 'w', 'w', 'a']",-1000000
Walter2,"['d', 'd', 'w', 'a', 'a', 'w', 'w', 'a', 'a', 'd', 'w', 'w', 'w', 'w', 'w', 'a', 'a', 'd', 'a', 'd', 'w', 'a', 'a', 'a', 'a', 'w', 'a', 'w', 'a', 'd', 'a', 'w', 'w', 'w', 'w', 'd', 'd', 'd', 'a', 'a', 'd', 'a', 'a', 'w', 'w', 'd', 'd', 'd', 'd', 'w', 'd', 'd', 'a', 'd', 'a', 'w', 'w', 'd', 'w', 'd']",81.0
Walter3,"['d', 'd', 'w', 'a', 'a', 'w', 'w', 'a', 'a', 'd', 'w', 'w', 'w', 'w', 'w', 'a', 'a', 'd', 'a', 'd', 'w', 'a', 'a', 'a', 'a', 'w', 'a', 'w', 'a', 'd', 'a', 'w', 'w', 'w', 'w', 'd', 'd', 'd', 'a', 'a', 'd', 'a', 'a', 'a', 'd', 'w', 'w', 'a', 'a', 'd', 'a', 'w', 'd', 'a', 'w', 'w', 'a', 'd', 'd', 'd']",0
Walter4,"['d', 'd', 'w', 'a', 'a', 'w', 'w', 'a', 'a', 'd', 'w', 'w', 'w', 'w', 'w', 'a', 'a', 'd', 'a', 'd', 'w', 'a', 'a', 'a', 'a', 'w', 'a', 'w', 'a', 'd', 'a', 'w', 'w', 'w', 'w', 'd', 'd', 'd', 'a', 'a', 'w', 'a', 'd', 'd', 'w', 'w', 'w', 'a', 'd', 'a', 'd', 'w', 'a', 'd', 'd', 'a', 'd', 'w', 'd', 'a']",7.0
Walter5,"['d', 'd', 'w', 'a', 'a', 'w', 'w', 'a', 'a', 'd', 'w', 'w', 'w', 'w', 'w', 'a', 'a', 'd', 'a', 'd', 'w', 'a', 'a', 'a', 'a', 'w', 'a', 'w', 'a', 'd', 'a', 'w', 'w', 'w', 'w', 'd', 'd', 'd', 'a', 'a', 'd', 'w', 'a', 'w', 'a', 'a', 'd', 'a', 'w', 'w', 'd', 'd', 'a', 'a', 'w', 'a', 'a', 'a', 'w', 'd']",0
Walter6,"['d', 'd', 'w', 'a', 'a', 'w', 'w', 'a', 'a', 'd', 'w', 'w', 'w', 'w', 'w', 'a', 'a', 'd', 'a', 'd', 'w', 'a', 'a', 'a', 'a', 'w', 'a', 'w', 'a', 'd', 'a', 'w', 'w', 'w', 'w', 'd', 'd', 'd', 'a', 'a', 'a', 'd', 'w', 'd', 'd', 'w', 'a', 'a', 'd', 'a', 'a', 'd', 'd', 'd', 'd', 'a', 'd', 'w', 'd', 'w']",0
Walter7,"['d', 'd', 'w', 'a', 'a', 'w', 'w', 'a', 'a', 'd', 'w', 'w', 'w', 'w', 'w', 'a', 'a', 'd', 'a', 'd', 'w', 'a', 'a', 'a', 'a', 'w', 'a', 'w', 'a', 'd', 'a', 'w', 'w', 'w', 'w', 'd', 'd', 'd', 'a', 'a', 'a', 'a', 'a', 'w', 'd', 'a', 'w', 'd', 'a', 'd', 'd', 'd', 'a', 'a', 'a', 'a', 'd', 'w', 'w', 'd']",-144.0
Walter8,"['d', 'd', 'w', 'a', 'a', 'w', 'w', 'a', 'a', 'd', 'w', 'w', 'w', 'w', 'w', 'a', 'a', 'd', 'a', 'd', 'w', 'a', 'a', 'a', 'a', 'w', 'a', 'w', 'a', 'd', 'a', 'w', 'w', 'w', 'w', 'd', 'd', 'd', 'a', 'a', 'd', 'w', 'w', 'a', 'd', 'd', 'w', 'w', 'w', 'w', 'w', 'w', 'd', 'd', 'w', 'w', 'w', 'd', 'w', 'w']",0
Walter9,"['d', 'd', 'w', 'a', 'a', 'w', 'w', 'a', 'a', 'd', 'w', 'w', 'w', 'w', 'w', 'a', 'a', 'd', 'a', 'd', 'w', 'a', 'a', 'a', 'a', 'w', 'a', 'w', 'a', 'd', 'a', 'w', 'w', 'w', 'w', 'd', 'd', 'd', 'a', 'a', 'a', 'd', 'a', 'd', 'a', 'w', 'd', 'd', 'd', 'd', 'd', 'd', 'a', 'w', 'w', 'a', 'a', 'a', 'a', 'a']",-10.0
Walter10,"['d', 'd', 'w', 'a', 'a', 'w', 'w', 'a', 'a', 'd', 'w', 'w', 'w', 'w', 'w', 'a', 'a', 'd', 'a', 'd', 'w', 'a', 'a', 'a', 'a', 'w', 'a', 'w', 'a', 'd', 'a', 'w', 'w', 'w', 'w', 'd', 'd', 'd', 'a', 'a', 'd', 'a', 'w', 'a', 'a', 'd', 'd', 'w', 'd', 'a', 'a', 'd', 'w', 'd', 'w', 'w', 'a', 'd', 'a', 'd']",-0.5
Walter11,"['d', 'd', 'w', 'a', 'a', 'w', 'w', 'a', 'a', 'd', 'w', 'w', 'w', 'w', 'w', 'a', 'a', 'd', 'a', 'd', 'w', 'a', 'a', 'a', 'a', 'w', 'a', 'w', 'a', 'd', 'a', 'w', 'w', 'w', 'w', 'd', 'd', 'd', 'a', 'a', 'a', 'a', 'd', 'w', 'w', 'w', 'w', 'd', 'd', 'a', 'w', 'w', 'd', 'd', 'a', 'd', 'd', 'd', 'w', 'a']",49.5
Walter12,"['d', 'd', 'w', 'a', 'a', 'w', 'w', 'a', 'a', 'd', 'w', 'w', 'w', 'w', 'w', 'a', 'a', 'd', 'a', 'd', 'w', 'a', 'a', 'a', 'a', 'w', 'a', 'w', 'a', 'd', 'a', 'w', 'w', 'w', 'w', 'd', 'd', 'd', 'a', 'a', 'd', 'a', 'a', 'd', 'a', 'w', 'a', 'd', 'w', 'w', 'w', 'w', 'w', 'w', 'd', 'd', 'd', 'a', 'd', 'w']",0
Walter13,"['d', 'd', 'w', 'a', 'a', 'w', 'w', 'a', 'a', 'd', 'w', 'w', 'w', 'w', 'w', 'a', 'a', 'd', 'a', 'd', 'w', 'a', 'a', 'a', 'a', 'w', 'a', 'w', 'a', 'd', 'a', 'w', 'w', 'w', 'w', 'd', 'd', 'd', 'a', 'a', 'd', 'a', 'd', 'a', 'd', 'd', 'w', 'w', 'd', 'w', 'a', 'w', 'a', 'd', 'a', 'w', 'w', 'd', 'w', 'w']",0
Walter14,"['d', 'd', 'w', 'a', 'a', 'w', 'w', 'a', 'a', 'd', 'w', 'w', 'w', 'w', 'w', 'a', 'a', 'd', 'a', 'd', 'w', 'a', 'a', 'a', 'a', 'w', 'a', 'w', 'a', 'd', 'a', 'w', 'w', 'w', 'w', 'd', 'd', 'd', 'a', 'a', 'w', 'w', 'a', 'a', 'd', 'a', 'd', 'w', 'd', 'a', 'd', 'a', 'a', 'a', 'w', 'd', 'a', 'd', 'd', 'w']",0
Walter15,"['d', 'd', 'w', 'a', 'a', 'w', 'w', 'a', 'a', 'd', 'w', 'w', 'w', 'w', 'w', 'a', 'a', 'd', 'a', 'd', 'w', 'a', 'a', 'a', 'a', 'w', 'a', 'w', 'a', 'd', 'a', 'w', 'w', 'w', 'w', 'd', 'd', 'd', 'a', 'a', 'w', 'd', 'w', 'w', 'a', 'd', 'w', 'w', 'w', 'a', 'a', 'w', 'd', 'w', 'w', 'w', 'd', 'd', 'd', 'd']",0
Walter16,"['d', 'd', 'w', 'a', 'a', 'w', 'w', 'a', 'a', 'd', 'w', 'w', 'w', 'w', 'w', 'a', 'a', 'd', 'a', 'd', 'w', 'a', 'a', 'a', 'a', 'w', 'a', 'w', 'a', 'd', 'a', 'w', 'w', 'w', 'w', 'd', 'd', 'd', 'a', 'a', 'd', 'a', 'a', 'w', 'd', 'w', 'a', 'a', 'w', 'd', 'a', 'w', 'a', 'w', 'w', 'a', 'd', 'w', 'a', 'd']",0
Walter17,"['d', 'd', 'w', 'a', 'a', 'w', 'w', 'a', 'a', 'd', 'w', 'w', 'w', 'w', 'w', 'a', 'a', 'd', 'a', 'd', 'w', 'a', 'a', 'a', 'a', 'w', 'a', 'w', 'a', 'd', 'a', 'w', 'w', 'w', 'w', 'd', 'd', 'd', 'a', 'a', 'a', 'a', 'a', 'd', 'd', 'd', 'a', 'd', 'a', 'a', 'w', 'a', 'a', 'd', 'd', 'd', 'd', 'd', 'w', 'a']",-78.0
Walter18,"['d', 'd', 'w', 'a', 'a', 'w', 'w', 'a', 'a', 'd', 'w', 'w', 'w', 'w', 'w', 'a', 'a', 'd', 'a', 'd', 'w', 'a', 'a', 'a', 'a', 'w', 'a', 'w', 'a', 'd', 'a', 'w', 'w', 'w', 'w', 'd', 'd', 'd', 'a', 'a', 'a', 'd', 'a', 'w', 'w', 'd', 'a', 'a', 'd', 'a', 'd', 'w', 'd', 'w', 'd', 'd', 'w', 'w', 'w', 'd']",0
Walter19,"['d', 'd', 'w', 'a', 'a', 'w', 'w', 'a', 'a', 'd', 'w', 'w', 'w', 'w', 'w', 'a', 'a', 'd', 'a', 'd', 'w', 'a', 'a', 'a', 'a', 'w', 'a', 'w', 'a', 'd', 'a', 'w', 'w', 'w', 'w', 'd', 'd', 'd', 'a', 'a', 'd', 'd', 'w', 'w', 'a', 'a', 'd', 'a', 'd', 'a', 'd', 'd', 'd', 'd', 'a', 'a', 'a', 'a', 'd', 'd']",-85.5
Walter20,"['d', 'd', 'w', 'a', 'a', 'w', 'w', 'a', 'a', 'd', 'w', 'w', 'w', 'w', 'w', 'a', 'a', 'd', 'a', 'd', 'w', 'a', 'a', 'a', 'a', 'w', 'a', 'w', 'a', 'd', 'a', 'w', 'w', 'w', 'w', 'd', 'd', 'd', 'a', 'a', 'd', 'd', 'd', 'd', 'w', 'a', 'w', 'w', 'a', 'd', 'a', 'd', 'd', 'w', 'w', 'w', 'w', 'w', 'a', 'w']",0
Walter21,"['d', 'd', 'w', 'a', 'a', 'w', 'w', 'a', 'a', 'd', 'w', 'w', 'w', 'w', 'w', 'a', 'a', 'd', 'a', 'd', 'w', 'a', 'a', 'a', 'a', 'w', 'a', 'w', 'a', 'd', 'a', 'w', 'w', 'w', 'w', 'd', 'd', 'd', 'a', 'a', 'a', 'a', 'a', 'd', 'w', 'w', 'w', 'w', 'd', 'w', 'a', 'a', 'd', 'a', 'a', 'a', 'w', 'w', 'a', 'a']",0
Walter22,"['d', 'd', 'w', 'a', 'a', 'w', 'w', 'a', 'a', 'd', 'w', 'w', 'w', 'w', 'w', 'a', 'a', 'd', 'a', 'd', 'w', 'a', 'a', 'a', 'a', 'w', 'a', 'w', 'a', 'd', 'a', 'w', 'w', 'w', 'w', 'd', 'd', 'd', 'a', 'a', 'a', 'a', 'a', 'a', 'a', 'a', 'w', 'a', 'a', 'd', 'd', 'w', 'a', 'a', 'a', 'a', 'w', 'w', 'a', 'd']",95.0
Walter23,"['d', 'd', 'w', 'a', 'a', 'w', 'w', 'a', 'a', 'd', 'w', 'w', 'w', 'w', 'w', 'a', 'a', 'd', 'a', 'd', 'w', 'a', 'a', 'a', 'a', 'w', 'a', 'w', 'a', 'd', 'a', 'w', 'w', 'w', 'w', 'd', 'd', 'd', 'a', 'a', 'a', 'a', 'a', 'd', 'w', 'a', 'd', 'd', 'd', 'w', 'a', 'w', 'a', 'w', 'd', 'w', 'w', 'w', 'd', 'a']",0
Walter24,"['d', 'd', 'w', 'a', 'a', 'w', 'w', 'a', 'a', 'd', 'w', 'w', 'w', 'w', 'w', 'a', 'a', 'd', 'a', 'd', 'w', 'a', 'a', 'a', 'a', 'w', 'a', 'w', 'a', 'd', 'a', 'w', 'w', 'w', 'w', 'd', 'd', 'd', 'a', 'a', 'd', 'a', 'a', 'a', 'd', 'w', 'w', 'w', 'a', 'd', 'd', 'd', 'a', 'w', 'a', 'w', 'w', 'w', 'a', 'd']",-59.0
Walter25,"['d', 'd', 'w', 'a', 'a', 'w', 'w', 'a', 'a', 'd', 'w', 'w', 'w', 'w', 'w', 'a', 'a', 'd', 'a', 'd', 'w', 'a', 'a', 'a', 'a', 'w', 'a', 'w', 'a', 'd', 'a', 'w', 'w', 'w', 'w', 'd', 'd', 'd', 'a', 'a', 'd', 'd', 'a', 'a', 'w', 'a', 'a', 'a', 'w', 'a', 'a', 'a', 'a', 'w', 'w', 'd', 'a', 'd', 'w', 'a']",-1000000
Walter26,"['d', 'd', 'w', 'a', 'a', 'w', 'w', 'a', 'a', 'd', 'w', 'w', 'w', 'w', 'w', 'a', 'a', 'd', 'a', 'd', 'w', 'a', 'a', 'a', 'a', 'w', 'a', 'w', 'a', 'd', 'a', 'w', 'w', 'w', 'w', 'd', 'd', 'd', 'a', 'a', 'w', 'w', 'd', 'w', 'd', 'd', 'a', 'w', 'w', 'w', 'd', 'a', 'd', 'w', 'a', 'a', 'w', 'a', 'w', 'd']",0
Walter27,"['d', 'd', 'w', 'a', 'a', 'w', 'w', 'a', 'a', 'd', 'w', 'w', 'w', 'w', 'w', 'a', 'a', 'd', 'a', 'd', 'w', 'a', 'a', 'a', 'a', 'w', 'a', 'w', 'a', 'd', 'a', 'w', 'w', 'w', 'w', 'd', 'd', 'd', 'a', 'a', 'w', 'a', 'd', 'a', 'd', 'a', 'w', 'a', 'a', 'w', 'w', 'd', 'w', 'w', 'd', 'a', 'd', 'a', 'w', 'd']",-1000000
Walter28,"['d', 'd', 'w', 'a', 'a', 'w', 'w', 'a', 'a', 'd', 'w', 'w', 'w', 'w', 'w', 'a', 'a', 'd', 'a', 'd', 'w', 'a', 'a', 'a', 'a', 'w', 'a', 'w', 'a', 'd', 'a', 'w', 'w', 'w', 'w', 'd', 'd', 'd', 'a', 'a', 'a', 'w', 'w', 'w', 'd', 'a', 'd', 'a', 'w', 'a', 'a', 'a', 'w', 'd', 'a', 'w', 'd', 'a', 'w', 'a']",0
Walter29,"['d', 'd', 'w', 'a', 'a', 'w', 'w', 'a', 'a', 'd', 'w', 'w', 'w', 'w', 'w', 'a', 'a', 'd', 'a', 'd', 'w', 'a', 'a', 'a', 'a', 'w', 'a', 'w', 'a', 'd', 'a', 'w', 'w', 'w', 'w', 'd', 'd', 'd', 'a', 'a', 'd', 'a', 'd', 'd', 'd', 'd', 'a', 'w', 'a', 'w', 'w', 'w', 'd', 'a', 'a', 'a', 'w', 'a', 'a', 'w']",-130.5
Walter30,"['d', 'd', 'w', 'a', 'a', 'w', 'w', 'a', 'a', 'd', 'w', 'w', 'w', 'w', 'w', 'a', 'a', 'd', 'a', 'd', 'w', 'a', 'a', 'a', 'a', 'w', 'a', 'w', 'a', 'd', 'a', 'w', 'w', 'w', 'w', 'd', 'd', 'd', 'a', 'a', 'w', 'd', 'd', 'w', 'd', 'a', 'w', 'w', 'd', 'w', 'a', 'a', 'a', 'd', 'w', 'a', 'w', 'a', 'w', 'd']",0
Walter31,"['d', 'd', 'w', 'a', 'a', 'w', 'w', 'a', 'a', 'd', 'w', 'w', 'w', 'w', 'w', 'a', 'a', 'd', 'a', 'd', 'w', 'a', 'a', 'a', 'a', 'w', 'a', 'w', 'a', 'd', 'a', 'w', 'w', 'w', 'w', 'd', 'd', 'd', 'a', 'a', 'w', 'd', 'a', 'd', 'a', 'a', 'a', 'a', 'd', 'd', 'd', 'd', 'a', 'd', 'd', 'a', 'd', 'd', 'w', 'a']",-99.0
Walter32,"['d', 'd', 'w', 'a', 'a', 'w', 'w', 'a', 'a', 'd', 'w', 'w', 'w', 'w', 'w', 'a', 'a', 'd', 'a', 'd', 'w', 'a', 'a', 'a', 'a', 'w', 'a', 'w', 'a', 'd', 'a', 'w', 'w', 'w', 'w', 'd', 'd', 'd', 'a', 'a', 'a', 'd', 'a', 'a', 'd', 'a', 'd', 'w', 'a', 'd', 'd', 'd', 'a', 'd', 'w', 'w', 'd', 'w', 'd', 'a']",60
