id,pattern,reward
Walter33,"['d', 'd', 'w', 'a', 'a', 'w', 'w', 'a', 'a', 'd', 'w', 'w', 'w', 'w', 'w', 'a', 'a', 'd', 'a', 'd', 'w', 'a', 'a', 'a', 'a', 'w', 'a', 'w', 'a', 'd', 'a', 'w', 'w', 'w', 'w', 'd', 'd', 'd', 'a', 'a', 'a', 'w', 'a', 'w', 'a', 'w', 'a', 'a', 'd', 'w', 'd', 'w', 'a', 'a', 'a', 'a', 'a', 'w', 'w', 'd']",0
Walter34,"['d', 'd', 'w', 'a', 'a', 'w', 'w', 'a', 'a', 'd', 'w', 'w', 'w', 'w', 'w', 'a', 'a', 'd', 'a', 'd', 'w', 'a', 'a', 'a', 'a', 'w', 'a', 'w', 'a', 'd', 'a', 'w', 'w', 'w', 'w', 'd', 'd', 'd', 'a', 'a', 'd', 'd', 'a', 'w', 'a', 'd', 'd', 'd', 'a', 'd', 'w', 'd', 'a', 'w', 'd', 'w', 'w', 'w', 'd', 'w']",-120.5
Walter35,"['d', 'd', 'w', 'a', 'a', 'w', 'w', 'a', 'a', 'd', 'w', 'w', 'w', 'w', 'w', 'a', 'a', 'd', 'a', 'd', 'w', 'a', 'a', 'a', 'a', 'w', 'a', 'w', 'a', 'd', 'a', 'w', 'w', 'w', 'w', 'd', 'd', 'd', 'a', 'a', 'd', 'd', 'd', 'd', 'a', 'd', 'a', 'a', 'a', 'd', 'a', 'w', 'w', 'a', 'w', 'd', 'w', 'w', 'd', 'd']",-95.5
Walter36,"['d', 'd', 'w', 'a', 'a', 'w', 'w', 'a', 'a', 'd', 'w', 'w', 'w', 'w', 'w', 'a', 'a', 'd', 'a', 'd', 'w', 'a', 'a', 'a', 'a', 'w', 'a', 'w', 'a', 'd', 'a', 'w', 'w', 'w', 'w', 'd', 'd', 'd', 'a', 'a', 'd', 'w', 'w', 'd', 'a', 'a', 'w', 'a', 'a', 'w', 'd', 'w', 'a', 'w', 'w', 'd', 'd', 'w', 'a', 'w']",0
Walter37,"['d', 'd', 'w', 'a', 'a', 'w', 'w', 'a', 'a', 'd', 'w', 'w', 'w', 'w', 'w', 'a', 'a', 'd', 'a', 'd', 'w', 'a', 'a', 'a', 'a', 'w', 'a', 'w', 'a', 'd', 'a', 'w', 'w', 'w', 'w', 'd', 'd', 'd', 'a', 'a', 'd', 'w', 'a', 'd', 'w', 'd', 'd', 'a', 'd', 'w', 'd', 'a', 'd', 'a', 'd', 'a', 'a', 'a', 'w', 'd']",-1000000
Walter38,"['d', 'd', 'w', 'a', 'a', 'w', 'w', 'a', 'a', 'd', 'w', 'w', 'w', 'w', 'w', 'a', 'a', 'd', 'a', 'd', 'w', 'a', 'a', 'a', 'a', 'w', 'a', 'w', 'a', 'd', 'a', 'w', 'w', 'w', 'w', 'd', 'd', 'd', 'a', 'a', 'w', 'w', 'a', 'a', 'a', 'd', 'd', 'w', 'a', 'd', 'w', 'd', 'a', 'd', 'd', 'a', 'a', 'd', 'd', 'd']",-145.5
Walter39,"['d', 'd', 'w', 'a', 'a', 'w', 'w', 'a', 'a', 'd', 'w', 'w', 'w', 'w', 'w', 'a', 'a', 'd', 'a', 'd', 'w', 'a', 'a', 'a', 'a', 'w', 'a', 'w', 'a', 'd', 'a', 'w', 'w', 'w', 'w', 'd', 'd', 'd', 'a', 'a', 'w', 'a', 'w', 'd', 'a', 'a', 'w', 'd', 'w', 'w', 'w', 'd', 'd', 'd', 'w', 'a', 'd', 'w', 'w', 'd']",49.5
Walter40,"['d', 'd', 'w', 'a', 'a', 'w', 'w', 'a', 'a', 'd', 'w', 'w', 'w', 'w', 'w', 'a', 'a', 'd', 'a', 'd', 'w', 'a', 'a', 'a', 'a', 'w', 'a', 'w', 'a', 'd', 'a', 'w', 'w', 'w', 'w', 'd', 'd', 'd', 'a', 'a', 'a', 'd', 'a', 'w', 'w', 'w', 'a', 'w', 'a', 'w', 'a', 'a', 'a', 'd', 'a', 'a', 'w', 'w', 'd', 'd']",95.0
Walter41,"['d', 'd', 'w', 'a', 'a', 'w', 'w', 'a', 'a', 'd', 'w', 'w', 'w', 'w', 'w', 'a', 'a', 'd', 'a', 'd', 'w', 'a', 'a', 'a', 'a', 'w', 'a', 'w', 'a', 'd', 'a', 'w', 'w', 'w', 'w', 'd', 'd', 'd', 'a', 'a', 'd', 'w', 'a', 'w', 'a', 'w', 'a', 'd', 'a', 'w', 'w', 'a', 'w', 'a', 'w', 'd', 'w', 'w', 'd', 'a']",0
Walter42,"['d', 'd', 'w', 'a', 'a', 'w', 'w', 'a', 'a', 'd', 'w', 'w', 'w', 'w', 'w', 'a', 'a', 'd', 'a', 'd', 'w', 'a', 'a', 'a', 'a', 'w', 'a', 'w', 'a', 'd', 'a', 'w', 'w', 'w', 'w', 'd', 'd', 'd', 'a', 'a', 'd', 'w', 'd', 'd', 'w', 'a', 'd', 'd', 'a', 'a', 'a', 'd', 'w', 'a']",-1000000
Walter43,"['d', 'd', 'w', 'a', 'a', 'w', 'w', 'a', 'a', 'd', 'w', 'w', 'w', 'w', 'w', 'a', 'a', 'd', 'a', 'd', 'w', 'a', 'a', 'a', 'a', 'w', 'a', 'w', 'a', 'd', 'a', 'w', 'w', 'w', 'w', 'd', 'd', 'd', 'a', 'a', 'w', 'd', 'a', 'a', 'd', 'w', 'd', 'd', 'd', 'w', 'a', 'w', 'a', 'w', 'a', 'w', 'd', 'a', 'a', 'd']",-108.0
Walter44,"['d', 'd', 'w', 'a', 'a', 'w', 'w', 'a', 'a', 'd', 'w', 'w', 'w', 'w', 'w', 'a', 'a', 'd', 'a', 'd', 'w', 'a', 'a', 'a', 'a', 'w', 'a', 'w', 'a', 'd', 'a', 'w', 'w', 'w', 'w', 'd', 'd', 'd', 'a', 'a', 'a', 'd', 'a', 'a', 'w', 'a', 'a', 'a', 'w', 'd', 'a', 'a', 'd', 'd', 'w', 'a', 'a', 'a', 'd', 'a']",0
Walter45,"['d', 'd', 'w', 'a', 'a', 'w', 'w', 'a', 'a', 'd', 'w', 'w', 'w', 'w', 'w', 'a', 'a', 'd', 'a', 'd', 'w', 'a', 'a', 'a', 'a', 'w', 'a', 'w', 'a', 'd', 'a', 'w', 'w', 'w', 'w', 'd', 'd', 'd', 'a', 'a', 'd', 'w', 'a', 'd', 'a', 'a', 'd', 'a', 'a', 'a', 'd', 'd', 'a', 'a', 'a', 'w', 'd', 'w', 'w', 'w']",0
Walter46,"['d', 'd', 'w', 'a', 'a', 'w', 'w', 'a', 'a', 'd', 'w', 'w', 'w', 'w', 'w', 'a', 'a', 'd', 'a', 'd', 'w', 'a', 'a', 'a', 'a', 'w', 'a', 'w', 'a', 'd', 'a', 'w', 'w', 'w', 'w', 'd', 'd', 'd', 'a', 'a', 'a', 'd', 'a', 'd', 'd', 'd', 'd', 'w', 'a', 'w', 'd', 'w', 'a', 'a', 'a', 'a', 'd', 'd', 'd', 'a']",140
Walter47,"['d', 'd', 'w', 'a', 'a', 'w', 'w', 'a', 'a', 'd', 'w', 'w', 'w', 'w', 'w', 'a', 'a', 'd', 'a', 'd', 'w', 'a', 'a', 'a', 'a', 'w', 'a', 'w', 'a', 'd', 'a', 'w', 'w', 'w', 'w', 'd', 'd', 'd', 'a', 'a', 'w', 'd', 'd', 'w', 'd', 'a', 'w', 'a', 'd', 'a', 'd', 'd', 'a', 'a', 'w', 'w', 'a', 'w', 'w', 'a']",0
Walter48,"['d', 'd', 'w', 'a', 'a', 'w', 'w', 'a', 'a', 'd', 'w', 'w', 'w', 'w', 'w', 'a', 'a', 'd', 'a', 'd', 'w', 'a', 'a', 'a', 'a', 'w', 'a', 'w', 'a', 'd', 'a', 'w', 'w', 'w', 'w', 'd', 'd', 'd', 'a', 'a', 'w', 'd', 'a', 'w', 'a', 'w', 'd', 'd', 'w', 'w', 'd', 'd', 'd', 'w', 'd', 'w', 'w', 'w', 'w', 'd']",0
Walter49,"['d', 'd', 'w', 'a', 'a', 'w', 'w', 'a', 'a', 'd', 'w', 'w', 'w', 'w', 'w', 'a', 'a', 'd', 'a', 'd', 'w', 'a', 'a', 'a', 'a', 'w', 'a', 'w', 'a', 'd', 'a', 'w', 'w', 'w', 'w', 'd', 'd', 'd', 'a', 'a', 'd', 'a', 'd', 'd', 'a', 'd', 'w', 'w', 'a', 'a', 'w', 'd', 'a', 'a', 'd', 'a', 'w', 'a', 'a', 'a']",95.0
Chris0,"['d', 'd', 'w', 'a', 'a', 'w', 'w', 'a', 'a', 'd', 'w', 'w', 'w', 'w', 'w', 'a', 'a', 'd', 'a', 'd', 'w', 'a', 'a', 'a', 'a', 'w', 'a', 'w', 'a', 'd', 'a', 'w', 'w', 'w', 'w', 'd', 'd', 'd', 'a', 'a', 'a', 'a', 'd', 'a', 'a', 'a', 'd', 'a', 'a', 'd', 'd', 'a', 'w', 'w', 'a', 'd', 'w', 'a', 'd', 'w', 'd', 'w', 'a', 'd', 'd', 'w', 'a', 'd', 'a', 'a']",-63.0
Chris1,"['d', 'd', 'w', 'a', 'a', 'w', 'w', 'a', 'a', 'd', 'w', 'w', 'w', 'w', 'w', 'a', 'a', 'd', 'a', 'd', 'w', 'a', 'a', 'a', 'a', 'w', 'a', 'w', 'a', 'd', 'a', 'w', 'w', 'w', 'w', 'd', 'd', 'd', 'a', 'a', 'd', 'd', 'a', 'd', 'd', 'w', 'w', 'w', 'w', 'a', 'w', 'w', 'w', 'd', 'a', 'w', 'a', 'w', 'd', 'd', 'w', 'w', 'd', 'w', 'w', 'd', 'd', 'w', 'w']",50
Chris2,"['d', 'd', 'w', 'a', 'a', 'w', 'w', 'a', 'a', 'd', 'w', 'w', 'w', 'w', 'w', 'a', 'a', 'd', 'a', 'd', 'w', 'a', 'a', 'a', 'a', 'w', 'a', 'w', 'a', 'd', 'a', 'w', 'w', 'w', 'w', 'd', 'd', 'd', 'a', 'a', 'w', 'w', 'w', 'd', 'a', 'w', 'w', 'w', 'a', 'w', 'w', 'a', 'd', 'w', 'w', 'd', 'a', 'w', 'd', 'd', 'w', 'w', 'a', 'w', 'w', 'd', 'a', 'a', 'w', 'a']",62.0
Chris3,"['d', 'd', 'w', 'a', 'a', 'w', 'w', 'a', 'a', 'd', 'w', 'w', 'w', 'w', 'w', 'a', 'a', 'd', 'a', 'd', 'w', 'a', 'a', 'a', 'a', 'w', 'a', 'w', 'a', 'd', 'a', 'w', 'w', 'w', 'w', 'd', 'd', 'd', 'a', 'a', 'a', 'd', 'd', 'w', 'a', 'd', 'd', 'a', 'a', 'w', 'a', 'a', 'a', 'd', 'a', 'a', 'w', 'w', 'd', 'w', 'd', 'w', 'w', 'a', 'w', 'w', 'w', 'w', 'a', 'a']",-0.5
Chris4,"['d', 'd', 'w', 'a', 'a', 'w', 'w', 'a', 'a', 'd', 'w', 'w', 'w', 'w', 'w', 'a', 'a', 'd', 'a', 'd', 'w', 'a', 'a', 'a', 'a', 'w', 'a', 'w', 'a', 'd', 'a', 'w', 'w', 'w', 'w', 'd', 'd', 'd', 'a', 'a', 'w', 'w', 'a', 'a', 'w', 'a', 'w', 'w', 'd', 'd', 'a', 'a', 'd', 'w', 'a', 'a', 'a', 'a', 'a', 'a', 'w', 'w', 'a', 'w', 'a', 'w', 'a', 'a', 'w', 'a']",0
Chris5,"['d', 'd', 'w', 'a', 'a', 'w', 'w', 'a', 'a', 'd', 'w', 'w', 'w', 'w', 'w', 'a', 'a', 'd', 'a', 'd', 'w', 'a', 'a', 'a', 'a', 'w', 'a', 'w', 'a', 'd', 'a', 'w', 'w', 'w', 'w', 'd', 'd', 'd', 'a', 'a', 'd', 'w', 'w', 'd', 'w', 'a', 'd', 'd', 'a', 'd', 'd', 'd', 'a', 'd', 'd', 'w', 'w', 'a', 'a', 'd', 'w', 'd', 'd', 'd', 'a', 'a', 'a', 'a', 'w', 'd']",18.5
Chris6,"['d', 'd', 'w', 'a', 'a', 'w', 'w', 'a', 'a', 'd', 'w', 'w', 'w', 'w', 'w', 'a', 'a', 'd', 'a', 'd', 'w', 'a', 'a', 'a', 'a', 'w', 'a', 'w', 'a', 'd', 'a', 'w', 'w', 'w', 'w', 'd', 'd', 'd', 'a', 'a', 'd', 'w', 'd', 'a', 'w', 'w', 'a', 'a', 'a', 'a', 'd', 'd', 'a', 'w', 'd', 'w', 'w', 'a', 'd', 'a', 'd', 'a', 'd', 'a', 'w', 'd', 'a', 'w', 'w', 'd']",0
Chris7,"['d', 'd', 'w', 'a', 'a', 'w', 'w', 'a', 'a', 'd', 'w', 'w', 'w', 'w', 'w', 'a', 'a', 'd', 'a', 'd', 'w', 'a', 'a', 'a', 'a', 'w', 'a', 'w', 'a', 'd', 'a', 'w', 'w', 'w', 'w', 'd', 'd', 'd', 'a', 'a', 'w', 'w', 'w', 'a', 'w', 'a', 'w', 'w', 'a', 'a', 'a', 'a', 'w', 'd', 'a', 'w', 'd', 'a', 'd', 'a', 'd', 'd', 'a', 'd', 'w', 'd', 'a', 'd', 'w']",62.0
Chris8,"['d', 'd', 'w', 'a', 'a', 'w', 'w', 'a', 'a', 'd', 'w', 'w', 'w', 'w', 'w', 'a', 'a', 'd', 'a', 'd', 'w', 'a', 'a', 'a', 'a', 'w', 'a', 'w', 'a', 'd', 'a', 'w', 'w', 'w', 'w', 'd', 'd', 'd', 'a', 'a', 'a', 'w', 'a', 'a', 'a', 'd', 'd', 'a', 'w', 'd', 'a', 'w', 'w', 'w', 'w', 'd', 'a', 'w', 'd', 'a', 'w', 'd', 'w', 'a', 'a', 'd', 'a', 'd', 'd', 'w']",0
Chris9,"['d', 'd', 'w', 'a', 'a', 'w', 'w', 'a', 'a', 'd', 'w', 'w', 'w', 'w', 'w', 'a', 'a', 'd', 'a', 'd', 'w', 'a', 'a', 'a', 'a', 'w', 'a', 'w', 'a', 'd', 'a', 'w', 'w', 'w', 'w', 'd', 'd', 'd', 'a', 'a', 'w', 'a', 'd', 'w', 'a', 'd', 'a', 'w', 'd', 'd', 'a', 'w', 'a', 'd', 'a', 'd', 'a', 'w', 'a', 'a', 'a', 'a', 'w', 'w', 'w', 'd', 'd', 'a', 'w', 'd']",0
Chris10,"['d', 'd', 'w', 'a', 'a', 'w', 'w', 'a', 'a', 'd', 'w', 'w', 'w', 'w', 'w', 'a', 'a', 'd', 'a', 'd', 'w', 'a', 'a', 'a', 'a', 'w', 'a', 'w', 'a', 'd', 'a', 'w', 'w', 'w', 'w', 'd', 'd', 'd', 'a', 'a', 'a', 'd', 'd', 'd', 'a', 'a', 'a', 'w', 'w', 'd', 'w', 'w', 'a', 'a', 'a', 'a', 'w', 'w', 'd', 'd', 'w', 'd', 'a', 'a', 'a', 'd', 'd', 'd', 'a', 'd']",-0.5
Chris11,"['d', 'd', 'w', 'a', 'a', 'w', 'w', 'a', 'a', 'd', 'w', 'w', 'w', 'w', 'w', 'a', 'a', 'd', 'a', 'd', 'w', 'a', 'a', 'a', 'a', 'w', 'a', 'w', 'a', 'd', 'a', 'w', 'w', 'w', 'w', 'd', 'd', 'd', 'a', 'a', 'a', 'd', 'd', 'a', 'a', 'd', 'w', 'd', 'a', 'a', 'd', 'w', 'a', 'w', 'w', 'w', 'a', 'd', 'a', 'w', 'a', 'w', 'w', 'a', 'd', 'd', 'a', 'd', 'd', 'd']",-5.0
Chris12,"['d', 'd', 'w', 'a', 'a', 'w', 'w', 'a', 'a', 'd', 'w', 'w', 'w', 'w', 'w', 'a', 'a', 'd', 'a', 'd', 'w', 'a', 'a', 'a', 'a', 'w', 'a', 'w', 'a', 'd', 'a', 'w', 'w', 'w', 'w', 'd', 'd', 'd', 'a', 'a', 'w', 'a', 'd', 'a', 'w', 'w', 'd', 'd', 'a', 'w', 'a', 'd', 'd', 'w', 'w', 'a', 'w', 'd', 'w', 'w', 'a', 'd', 'w', 'a', 'a', 'w', 'w', 'd', 'a', 'd']",-0.5
Chris13,"['d', 'd', 'w', 'a', 'a', 'w', 'w', 'a', 'a', 'd', 'w', 'w', 'w', 'w', 'w', 'a', 'a', 'd', 'a', 'd', 'w', 'a', 'a', 'a', 'a', 'w', 'a', 'w', 'a', 'd', 'a', 'w', 'w', 'w', 'w', 'd', 'd', 'd', 'a', 'a', 'a', 'd', 'a', 'a', 'a', 'd', 'w', 'a', 'a', 'a', 'd', 'w', 'w', 'd', 'd', 'a', 'w', 'a', 'w', 'a', 'a', 'w', 'd', 'w', 'd', 'w', 'a', 'd', 'd', 'w']",-3.0
Chris14,"['d', 'd', 'w', 'a', 'a', 'w', 'w', 'a', 'a', 'd', 'w', 'w', 'w', 'w', 'w', 'a', 'a', 'd', 'a', 'd', 'w', 'a', 'a', 'a', 'a', 'w', 'a', 'w', 'a', 'd', 'a', 'w', 'w', 'w', 'w', 'd', 'd', 'd', 'a', 'a', 'a', 'w', 'a', 'w', 'w', 'a', 'w', 'w', 'd', 'a', 'w', 'w', 'd', 'a', 'd', 'a', 'w', 'd', 'd', 'a', 'w', 'a', 'a', 'd', 'a', 'd', 'w', 'w', 'd', 'w']",0
Chris15,"['d', 'd', 'w', 'a', 'a', 'w', 'w', 'a', 'a', 'd', 'w', 'w', 'w', 'w', 'w', 'a', 'a', 'd', 'a', 'd', 'w', 'a', 'a', 'a', 'a', 'w', 'a', 'w', 'a', 'd', 'a', 'w', 'w', 'w', 'w', 'd', 'd', 'd', 'a', 'a', 'd', 'd', 'a', 'd', 'w', 'd', 'w', 'd', 'w', 'd', 'w', 'a', 'd', 'a', 'a', 'd', 'd', 'a', 'w', 'a', 'd', 'w', 'a', 'd', 'w', 'a', 'a', 'a', 'a', 'a']",30.0
Chris16,"['d', 'd', 'w', 'a', 'a', 'w', 'w', 'a', 'a', 'd', 'w', 'w', 'w', 'w', 'w', 'a', 'a', 'd', 'a', 'd', 'w', 'a', 'a', 'a', 'a', 'w', 'a', 'w', 'a', 'd', 'a', 'w', 'w', 'w', 'w', 'd', 'd', 'd', 'a', 'a', 'w', 'd', 'w', 'd', 'w', 'd', 'w', 'a', 'w', 'w', 'a', 'w', 'd', 'w', 'a', 'd', 'd', 'a', 'w', 'd', 'd', 'a', 'w', 'w', 'd', 'w', 'a', 'a', 'd', 'w']",13.5
Chris17,"['d', 'd', 'w', 'a', 'a', 'w', 'w', 'a', 'a', 'd', 'w', 'w', 'w', 'w', 'w', 'a', 'a', 'd', 'a', 'd', 'w', 'a', 'a', 'a', 'a', 'w', 'a', 'w', 'a', 'd', 'a', 'w', 'w', 'w', 'w', 'd', 'd', 'd', 'a', 'a', 'd', 'w', 'a', 'a', 'w', 'd', 'd', 'd', 'a', 'w', 'd', 'd', 'd', 'a', 'd', 'w', 'a', 'a', 'd', 'a', 'w', 'w', 'a', 'a', 'w', 'd', 'd', 'a', 'a', 'a']",0
Chris18,"['d', 'd', 'w', 'a', 'a', 'w', 'w', 'a', 'a', 'd', 'w', 'w', 'w', 'w', 'w', 'a', 'a', 'd', 'a', 'd', 'w', 'a', 'a', 'a', 'a', 'w', 'a', 'w', 'a', 'd', 'a', 'w', 'w', 'w', 'w', 'd', 'd', 'd', 'a', 'a', 'd', 'd', 'a', 'd', 'w', 'w', 'w', 'w', 'd', 'w', 'd', 'a', 'a', 'a', 'd', 'w', 'a', 'a', 'w', 'a', 'a', 'a', 'a', 'a', 'a', 'w', 'a', 'w', 'w', 'd']",60
Chris19,"['d', 'd', 'w', 'a', 'a', 'w', 'w', 'a', 'a', 'd', 'w', 'w', 'w', 'w', 'w', 'a', 'a', 'd', 'a', 'd', 'w', 'a', 'a', 'a', 'a', 'w', 'a', 'w', 'a', 'd', 'a', 'w', 'w', 'w', 'w', 'd', 'd', 'd', 'a', 'a', 'w', 'd', 'a', 'a', 'w', 'd', 'w', 'd', 'w', 'd', 'd', 'a', 'd', 'w', 'w', 'a', 'w', 'w', 'w', 'w', 'w', 'w', 'w', 'w', 'd', 'w', 'd', 'w', 'd', 'a']",68.5
Chris20,"['d', 'd', 'w', 'a', 'a', 'w', 'w', 'a', 'a', 'd', 'w', 'w', 'w', 'w', 'w', 'a', 'a', 'd', 'a', 'd', 'w', 'a', 'a', 'a', 'a', 'w', 'a', 'w', 'a', 'd', 'a', 'w', 'w', 'w', 'w', 'd', 'd', 'd', 'a', 'a', 'd', 'd', 'd', 'd', 'a', 'd', 'w', 'd', 'a', 'd', 'd', 'd', 'd', 'w', 'a', 'd', 'a', 'd', 'a', 'w', 'd', 'd', 'd', 'a', 'd', 'a', 'w', 'd', 'a', 'a']",40.0
Chris21,"['d', 'd', 'w', 'a', 'a', 'w', 'w', 'a', 'a', 'd', 'w', 'w', 'w', 'w', 'w', 'a', 'a', 'd', 'a', 'd', 'w', 'a', 'a', 'a', 'a', 'w', 'a', 'w', 'a', 'd', 'a', 'w', 'w', 'w', 'w', 'd', 'd', 'd', 'a', 'a', 'd', 'w', 'w', 'a', 'a', 'a', 'w', 'd', 'd', 'd', 'a', 'w', 'a', 'd', 'd', 'd', 'd', 'd', 'a', 'w', 'w', 'w', 'a', 'w', 'a', 'a', 'a', 'a', 'd', 'a']",200
Chris22,"['d', 'd', 'w', 'a', 'a', 'w', 'w', 'a', 'a', 'd', 'w', 'w', 'w', 'w', 'w', 'a', 'a', 'd', 'a', 'd', 'w', 'a', 'a', 'a', 'a', 'w', 'a', 'w', 'a', 'd', 'a', 'w', 'w', 'w', 'w', 'd', 'd', 'd', 'a', 'a', 'd', 'w', 'w', 'a', 'a', 'a', 'w', 'd', 'd', 'd', 'a', 'w', 'a', 'd', 'd', 'd', 'd', 'd', 'a', 'w', 'w', 'w', 'a', 'w', 'a', 'a', 'a', 'a', 'd', 'a']",-1000000
Chris23,"['d', 'd', 'w', 'a', 'a', 'w', 'w', 'a', 'a', 'd', 'w', 'w', 'w', 'w', 'w', 'a', 'a', 'd', 'a', 'd', 'w', 'a', 'a', 'a', 'a', 'w', 'a', 'w', 'a', 'd', 'a', 'w', 'w', 'w', 'w', 'd', 'd', 'd', 'a', 'a', 'd', 'w', 'w', 'a', 'a', 'a', 'w', 'd', 'd', 'd', 'a', 'w', 'a', 'd', 'd', 'd', 'd', 'd', 'a', 'w', 'w', 'w', 'a', 'w', 'a', 'a', 'a', 'a', 'd', 'a']",-1000000
Chris24,"['d', 'd', 'w', 'a', 'a', 'w', 'w', 'a', 'a', 'd', 'w', 'w', 'w', 'w', 'w', 'a', 'a', 'd', 'a', 'd', 'w', 'a', 'a', 'a', 'a', 'w', 'a', 'w', 'a', 'd', 'a', 'w', 'w', 'w', 'w', 'd', 'd', 'd', 'a', 'a', 'd', 'w', 'w', 'a', 'a', 'a', 'w', 'd', 'd', 'd', 'a', 'w', 'a', 'd', 'd', 'd', 'd', 'd', 'a', 'w', 'w', 'w', 'a', 'w', 'a', 'a', 'a', 'a', 'd', 'a']",-1000000
Chris25,"['d', 'd', 'w', 'a', 'a', 'w', 'w', 'a', 'a', 'd', 'w', 'w', 'w', 'w', 'w', 'a', 'a', 'd', 'a', 'd', 'w', 'a', 'a', 'a', 'a', 'w', 'a', 'w', 'a', 'd', 'a', 'w', 'w', 'w', 'w', 'd', 'd', 'd', 'a', 'a', 'd', 'w', 'w', 'a', 'a', 'a', 'w', 'd', 'd', 'd', 'a', 'w', 'a', 'd', 'd', 'd', 'd', 'd', 'a', 'w', 'w', 'w', 'a', 'w', 'a', 'a', 'a', 'a', 'd', 'a']",0
Chris26,"['d', 'd', 'w', 'a', 'a', 'w', 'w', 'a', 'a', 'd', 'w', 'w', 'w', 'w', 'w', 'a', 'a', 'd', 'a', 'd', 'w', 'a', 'a', 'a', 'a', 'w', 'a', 'w', 'a', 'd', 'a', 'w', 'w', 'w', 'w', 'd', 'd', 'd', 'a', 'a', 'd', 'w', 'w', 'a', 'a', 'a', 'w', 'd', 'd', 'd', 'a', 'w', 'a', 'd', 'd', 'd', 'd', 'd', 'a', 'w', 'w', 'w', 'a', 'w', 'a', 'a', 'a', 'a', 'd', 'a']",0
Chris27,"['d', 'd', 'w', 'a', 'a', 'w', 'w', 'a', 'a', 'd', 'w', 'w', 'w', 'w', 'w', 'a', 'a', 'd', 'a', 'd', 'w', 'a', 'a', 'a', 'a', 'w', 'a', 'w', 'a', 'd', 'a', 'w', 'w', 'w', 'w', 'd', 'd', 'd', 'a', 'a', 'd', 'w', 'w', 'a', 'a', 'a', 'w', 'd', 'd', 'd', 'a', 'w', 'a', 'd', 'd', 'd', 'd', 'd', 'a', 'w', 'w', 'w', 'a', 'w', 'a', 'a', 'a', 'a', 'd', 'a']",0
Chris28,"['d', 'd', 'w', 'a', 'a', 'w', 'w', 'a', 'a', 'd', 'w', 'w', 'w', 'w', 'w', 'a', 'a', 'd', 'a', 'd', 'w', 'a', 'a', 'a', 'a', 'w', 'a', 'w', 'a', 'd', 'a', 'w', 'w', 'w', 'w', 'd', 'd', 'd', 'a', 'a', 'd', 'w', 'w', 'a', 'a', 'a', 'w', 'd', 'd', 'd', 'a', 'w', 'a', 'd', 'd', 'd', 'd', 'd', 'a', 'w', 'w', 'w', 'a', 'w', 'a', 'a', 'a', 'a', 'd', 'a']",0
Chris29,"['d', 'd', 'w', 'a', 'a', 'w', 'w', 'a', 'a', 'd', 'w', 'w', 'w', 'w', 'w', 'a', 'a', 'd', 'a', 'd', 'w', 'a', 'a', 'a', 'a', 'w', 'a', 'w', 'a', 'd', 'a', 'w', 'w', 'w', 'w', 'd', 'd', 'd', 'a', 'a', 'd', 'w', 'w', 'a', 'a', 'a', 'w', 'd', 'd', 'd', 'a', 'w', 'a', 'd', 'd', 'd', 'd', 'd', 'a', 'w', 'w', 'w', 'a', 'w', 'a', 'a', 'a', 'a', 'd', 'a']",-1000000
Chris30,"['d', 'd', 'w', 'a', 'a', 'w', 'w', 'a', 'a', 'd', 'w', 'w', 'w', 'w', 'w', 'a', 'a', 'd', 'a', 'd', 'w', 'a', 'a', 'a', 'a', 'w', 'a', 'w', 'a', 'd', 'a', 'w', 'w', 'w', 'w', 'd', 'd', 'd', 'a', 'a', 'd', 'w', 'w', 'a', 'a', 'a', 'w', 'd', 'd', 'd', 'a', 'w', 'a', 'd', 'd', 'd', 'd', 'd', 'a', 'w', 'w', 'w', 'a', 'w', 'a', 'a', 'a', 'a', 'd', 'a']",-1000000
Chris31,"['d', 'd', 'w', 'a', 'a', 'w', 'w', 'a', 'a', 'd', 'w', 'w', 'w', 'w', 'w', 'a', 'a', 'd', 'a', 'd', 'w', 'a', 'a', 'a', 'a', 'w', 'a', 'w', 'a', 'd', 'a', 'w', 'w', 'w', 'w', 'd', 'd', 'd', 'a', 'a', 'd', 'w', 'w', 'a', 'a', 'a', 'w', 'd', 'd', 'd', 'a', 'w', 'a', 'd', 'd', 'd', 'd', 'd', 'a', 'w', 'w', 'w', 'a', 'w', 'a', 'a', 'a', 'a', 'd', 'a']",0
Chris32,"['d', 'd', 'w', 'a', 'a', 'w', 'w', 'a', 'a', 'd', 'w', 'w', 'w', 'w', 'w', 'a', 'a', 'd', 'a', 'd', 'w', 'a', 'a', 'a', 'a', 'w', 'a', 'w', 'a', 'd', 'a', 'w', 'w', 'w', 'w', 'd', 'd', 'd', 'a', 'a', 'd', 'w', 'w', 'a', 'a', 'a', 'w', 'd', 'd', 'd', 'a', 'w', 'a', 'd', 'd', 'd', 'd', 'd', 'a', 'w', 'w', 'w', 'a', 'w', 'a', 'a', 'a', 'a', 'd', 'a']",0
